date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:36:50	95952/95952	---M--	200	added ('OK')	application/javascript	etag:%2255a52f20-176d0%22	http://ieeevr.org/2016/wp-includes/js/jquery/jquery.js?ver=1.11.2	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-includes/js/jquery/jquery4a80.js	(from http://ieeevr.org/2016/)
11:36:50	7200/7200	---M--	200	added ('OK')	application/javascript	etag:%2255a52f20-1c20%22	http://ieeevr.org/2016/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-includes/js/jquery/jquery-migrate.min1576.js	(from http://ieeevr.org/2016/)
11:36:51	35945/35945	---M--	200	added ('OK')	application/javascript	etag:%2255a53904-8c69%22	http://ieeevr.org/2016/wp-content/themes/flat/assets/js/flat.min.js?ver=1.7.2	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/themes/flat/assets/js/flat.minba3a.js	(from http://ieeevr.org/2016/)
11:36:51	955/955	---M--	403	error ('Forbidden')	text/html	etag:%223bb-4be1ebb173800%22	http://ieeevr.org/2016/xmlrpc.php?rsd	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/xmlrpc0db0.php	(from http://ieeevr.org/2016/)
11:36:51	11570/11570	---M--	200	added ('OK')	image/png	etag:%2255a53a55-2d32%22	http://ieeevr.org/2016/wp-content/uploads/2015/07/Favicon.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2015/07/Favicon.png	(from http://ieeevr.org/2016/)
11:36:52	1249/1249	---MC-	200	added ('OK')	text/css	date:Fri,%2022%20May%202020%2015:36:52%20GMT	http://ieeevr.org/2016/?sccss=1&ver=4.2.2	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/index89d4.html	(from http://ieeevr.org/2016/)
11:36:53	18919/18919	---M--	200	added ('OK')	image/png	etag:%2255a539fc-49e7%22	http://ieeevr.org/2016/wp-content/uploads/2015/07/IEEE2016-round-whitetext-01.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2015/07/IEEE2016-round-whitetext-01.png	(from http://ieeevr.org/2016/)
11:36:53	179715/179715	---M--	200	added ('OK')	image/png	etag:%225693d954-2be03%22	http://ieeevr.org/2016/wp-content/uploads/2016/01/Banner-w-Logos.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/01/Banner-w-Logos.png	(from http://ieeevr.org/2016/)
11:36:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20May%202020%2015:36:54%20GMT	http://ieeevr.org/2016/attend/registration	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/attend/registration	(from http://ieeevr.org/2016/)
11:36:55	728656/728656	---M--	200	added ('OK')	image/png	etag:%2255a53c4c-b1e50%22	http://ieeevr.org/2016/wp-content/uploads/2015/07/VRBackgroundAlt.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2015/07/VRBackgroundAlt.png	(from http://ieeevr.org/2016/)
11:36:55	32247/32247	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:36:54%20GMT	http://ieeevr.org/2016/program/keynote/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/keynote/index.html	(from http://ieeevr.org/2016/)
11:36:55	30440/30440	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:36:55%20GMT	http://ieeevr.org/2016/program/capstone-presentation/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/capstone-presentation/index.html	(from http://ieeevr.org/2016/)
11:36:56	52643/52643	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:36:54%20GMT	http://ieeevr.org/2016/program/program-overview/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/program-overview/index.html	(from http://ieeevr.org/2016/)
11:36:56	6608/6608	---M--	200	added ('OK')	image/png	etag:%2255a537f4-19d0%22	http://ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/flat/flat_facebook.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/flat/flat_facebook.png	(from http://ieeevr.org/2016/)
11:36:56	2150/2150	---M--	200	added ('OK')	image/png	etag:%2255a537f4-866%22	http://ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/visit_icons/facebook.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/visit_icons/facebook.png	(from http://ieeevr.org/2016/)
11:36:56	6972/6972	---M--	200	added ('OK')	image/png	etag:%2255a537f4-1b3c%22	http://ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/flat/flat_twitter.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/flat/flat_twitter.png	(from http://ieeevr.org/2016/)
11:36:57	7838/7838	---M--	200	added ('OK')	image/png	etag:%2255a537f4-1e9e%22	http://ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/flat/flat_youtube.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/flat/flat_youtube.png	(from http://ieeevr.org/2016/)
11:36:57	78163/78163	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:36:57%20GMT	http://ieeevr.org/2016/program/papers/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/papers/index.html	(from http://ieeevr.org/2016/)
11:36:57	8142/8142	---M--	200	added ('OK')	image/png	etag:%2255a537f4-1fce%22	http://ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/flat/flat_email.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/images/icons_theme/flat/flat_email.png	(from http://ieeevr.org/2016/)
11:36:57	129258/129258	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:36:58%20GMT	http://ieeevr.org/2016/posters/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/posters/index.html	(from http://ieeevr.org/2016/)
11:36:59	132908/132908	---M--	200	added ('OK')	image/jpeg	etag:%2256c0fb08-2072c%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/SOCNewLogo.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/SOCNewLogo.jpg	(from http://ieeevr.org/2016/)
11:37:00	60610/60610	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:36:58%20GMT	http://ieeevr.org/2016/program/panels/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/panels/index.html	(from http://ieeevr.org/2016/)
11:37:02	36094/36094	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:01%20GMT	http://ieeevr.org/2016/program/workshop-papers/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/workshop-papers/index.html	(from http://ieeevr.org/2016/)
11:37:03	201948/201948	---M--	200	added ('OK')	image/jpeg	etag:%2256cefb3b-314dc%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/ART-logo-black_300dpi_A4.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/ART-logo-black_300dpi_A4.jpg	(from http://ieeevr.org/2016/)
11:37:03	497441/497441	---M--	200	added ('OK')	image/jpeg	etag:%2256c0fb0b-79721%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/ClemsonCES.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/ClemsonCES.jpg	(from http://ieeevr.org/2016/)
11:37:04	728048/728048	---M--	200	added ('OK')	image/png	etag:%22561d4047-b1bf0%22	http://ieeevr.org/2016/wp-content/uploads/2015/10/NSF.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2015/10/NSF.png	(from http://ieeevr.org/2016/)
11:37:05	141538/141538	---M--	200	added ('OK')	image/jpeg	etag:%2256cefaf1-228e2%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/coeLogo.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/coeLogo.jpg	(from http://ieeevr.org/2016/)
11:37:05	31333/31333	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:04%20GMT	http://ieeevr.org/2016/program/workshop-papers/second-workshop-on-everyday-virtual-reality/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/workshop-papers/second-workshop-on-everyday-virtual-reality/index.html	(from http://ieeevr.org/2016/)
11:37:05	32653/32653	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:04%20GMT	http://ieeevr.org/2016/program/workshop-papers/third-ieee-vr-international-workshop-on-collaborative-virtual-environments-3dcve/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/workshop-papers/third-ieee-vr-international-workshop-on-collaborative-virtual-environments-3dcve/index.html	(from http://ieeevr.org/2016/)
11:37:05	20227/20227	---M--	200	added ('OK')	image/png	etag:%2256cefa83-4f03%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/DP001.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/DP001.png	(from http://ieeevr.org/2016/)
11:37:06	32553/32553	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:06%20GMT	http://ieeevr.org/2016/program/workshop-papers/ieee-vr-2016-workshop-on-perceptual-and-cognitive-issues-in-ar-percar/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/workshop-papers/ieee-vr-2016-workshop-on-perceptual-and-cognitive-issues-in-ar-percar/index.html	(from http://ieeevr.org/2016/)
11:37:06	19855/19855	---M--	200	added ('OK')	image/jpeg	etag:%2256cefa84-4d8f%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/esi_full-colour_tagline_rgb.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/esi_full-colour_tagline_rgb.jpg	(from http://ieeevr.org/2016/)
11:37:06	31239/31239	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:07%20GMT	http://ieeevr.org/2016/program/workshop-papers/mixed-reality-art-mra-workshop/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/workshop-papers/mixed-reality-art-mra-workshop/index.html	(from http://ieeevr.org/2016/)
11:37:06	34178/34178	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:07%20GMT	http://ieeevr.org/2016/program/workshop-papers/immersive-analytics-ia/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/workshop-papers/immersive-analytics-ia/index.html	(from http://ieeevr.org/2016/)
11:37:08	37940/37940	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:07%20GMT	http://ieeevr.org/2016/program/workshop-papers/ieee-virtual-reality-2016-workshop-on-k-12-embodied-learning-through-virtual-augmented-reality-kelvar/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/workshop-papers/ieee-virtual-reality-2016-workshop-on-k-12-embodied-learning-through-virtual-augmented-reality-kelvar/index.html	(from http://ieeevr.org/2016/)
11:37:08	314957/314957	---M--	200	added ('OK')	image/jpeg	etag:%2256cefa86-4ce4d%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/logo_big.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/logo_big.jpg	(from http://ieeevr.org/2016/)
11:37:08	33024/33024	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:08%20GMT	http://ieeevr.org/2016/program/workshop-papers/9th-workshop-on-software-engineering-and-architectures-for-realtime-interactive-systems/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/workshop-papers/9th-workshop-on-software-engineering-and-architectures-for-realtime-interactive-systems/index.html	(from http://ieeevr.org/2016/)
11:37:09	77350/77350	---M--	200	added ('OK')	image/png	etag:%2256cefa80-12e26%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/Noraxon-Logo-Transparent-Bkgrd.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/Noraxon-Logo-Transparent-Bkgrd.png	(from http://ieeevr.org/2016/)
11:37:09	64179/64179	---M--	200	added ('OK')	image/jpeg	etag:%2256cefa81-fab3%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/Polhemus-Green_black-tag.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/Polhemus-Green_black-tag.jpg	(from http://ieeevr.org/2016/)
11:37:10	31782/31782	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:10%20GMT	http://ieeevr.org/2016/program/workshop-papers/ieee-vr-workshop-on-virtual-humans-and-crowds-for-immersive-environments/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/workshop-papers/ieee-vr-workshop-on-virtual-humans-and-crowds-for-immersive-environments/index.html	(from http://ieeevr.org/2016/)
11:37:10	33907/33907	---M--	200	added ('OK')	image/png	etag:%2256cefa82-8473%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/Vicon-Logo.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/Vicon-Logo.png	(from http://ieeevr.org/2016/)
11:37:11	35249/35249	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:11%20GMT	http://ieeevr.org/2016/program/tutorials/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/tutorials/index.html	(from http://ieeevr.org/2016/)
11:37:11	46209/46209	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:11%20GMT	http://ieeevr.org/2016/program/research-demos/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/research-demos/index.html	(from http://ieeevr.org/2016/)
11:37:12	30491/30491	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:12%20GMT	http://ieeevr.org/2016/program/videos/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/videos/index.html	(from http://ieeevr.org/2016/)
11:37:12	54425/54425	---M--	200	added ('OK')	image/png	etag:%2256cefa83-d499%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/Black-circle_Grey-orld_i_Black-viz_tagline.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/Black-circle_Grey-orld_i_Black-viz_tagline.png	(from http://ieeevr.org/2016/)
11:37:12	18144/18144	---M--	200	added ('OK')	image/gif	etag:%2256cefcee-46e0%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/Presence-e-logo-150x150.gif	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/Presence-e-logo-150x150.gif	(from http://ieeevr.org/2016/)
11:37:12	38477/38477	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:13%20GMT	http://ieeevr.org/2016/program/exhibitors/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/program/exhibitors/index.html	(from http://ieeevr.org/2016/)
11:37:13	1914/1914	---M--	200	added ('OK')	image/png	etag:%2255bfad5d-77a%22	http://ieeevr.org/2016/wp-content/plugins/slider-image/Front_images/arrows/arrows.simple.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/slider-image/Front_images/arrows/arrows.simple.png	(from http://ieeevr.org/2016/)
11:37:13	34603/34603	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:13%20GMT	http://ieeevr.org/2016/attend/registration/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/attend/registration/index.html	(from http://ieeevr.org/2016/)
11:37:13	677719/677719	---M--	200	added ('OK')	image/jpeg	etag:%2256cefb57-a5757%22	http://ieeevr.org/2016/wp-content/uploads/2016/02/MiddleVR-ImprooveReality.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/02/MiddleVR-ImprooveReality.jpg	(from http://ieeevr.org/2016/)
11:37:14	160402/160402	---M--	200	added ('OK')	image/jpeg	etag:%2256e0bfeb-27292%22	http://ieeevr.org/2016/wp-content/uploads/2016/03/MC_logo_color_square.jpg	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2016/03/MC_logo_color_square.jpg	(from http://ieeevr.org/2016/)
11:37:14	30569/30569	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:14%20GMT	http://ieeevr.org/2016/attend/venue/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/attend/venue/index.html	(from http://ieeevr.org/2016/)
11:37:15	31816/31816	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:15%20GMT	http://ieeevr.org/2016/attend/accommodations/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/attend/accommodations/index.html	(from http://ieeevr.org/2016/)
11:37:15	10819/10819	---M--	200	added ('OK')	image/gif	etag:%2255bfad5d-2a43%22	http://ieeevr.org/2016/wp-content/plugins/slider-image/Front_images/loading/loading1.gif	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/slider-image/Front_images/loading/loading1.gif	(from http://ieeevr.org/2016/)
11:37:17	29530/29530	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:17%20GMT	http://ieeevr.org/2016/attend/transportion/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/attend/transportion/index.html	(from http://ieeevr.org/2016/)
11:37:17	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%229fb3c99e3ff789bbf4724efa2a0b4b47%22	http://connect.facebook.net/en_US/sdk.js	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/connect.facebook.net/en_US/sdk.js	(from http://ieeevr.org/2016/)
11:37:18	318797/318797	---M--	200	added ('OK')	image/png	etag:%2255bfb0c7-4dd4d%22	http://ieeevr.org/2016/wp-content/uploads/2015/08/banner03.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2015/08/banner03.png	(from http://ieeevr.org/2016/)
11:37:18	409657/409657	---M--	200	added ('OK')	image/png	etag:%2255bfb0ca-64039%22	http://ieeevr.org/2016/wp-content/uploads/2015/08/banner05.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2015/08/banner05.png	(from http://ieeevr.org/2016/)
11:37:18	28008/28008	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:19%20GMT	http://ieeevr.org/2016/attend/restaurants-2/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/attend/restaurants-2/index.html	(from http://ieeevr.org/2016/)
11:37:20	541258/541258	---M--	200	added ('OK')	image/png	etag:%2255bfb0cb-8424a%22	http://ieeevr.org/2016/wp-content/uploads/2015/08/banner01.png	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/uploads/2015/08/banner01.png	(from http://ieeevr.org/2016/)
11:37:20	49295/49295	---MC-	200	added ('OK')	application/javascript	date:Fri,%2022%20May%202020%2015:37:18%20GMT	https://apis.google.com/js/plusone.js	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/apis.google.com/js/plusone.js	(from http://ieeevr.org/2016/)
11:37:20	28008/28008	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:20%20GMT	http://ieeevr.org/2016/attend/attractions-2/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/attend/attractions-2/index.html	(from http://ieeevr.org/2016/)
11:37:21	98751/98751	---M-Z	200	added ('OK')	application/javascript	etag:%22580310dcde7e145486d79be6e5257680+gzip%22	https://platform.twitter.com/widgets.js	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/platform.twitter.com/widgets.js	(from http://ieeevr.org/2016/)
11:37:21	35921/35921	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:21%20GMT	http://ieeevr.org/2016/contribute/papers/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/contribute/papers/index.html	(from http://ieeevr.org/2016/)
11:37:21	49289/49289	---MC-	200	added ('OK')	application/javascript	date:Fri,%2022%20May%202020%2015:37:19%20GMT	https://apis.google.com/js/platform.js	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/apis.google.com/js/platform.js	(from http://ieeevr.org/2016/)
11:37:21	7252/7252	---M--	200	added ('OK')	application/javascript	etag:%2255a537f4-1c54%22	http://ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/js/jquery-migrate-min.js?ver=4.2.2	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/js/jquery-migrate-min3a05.js	(from http://ieeevr.org/2016/)
11:37:21	33752/33752	---MC-	200	added ('OK')	text/html	date:Fri,%2022%20May%202020%2015:37:21%20GMT	http://ieeevr.org/2016/contribute/call-for-doctoral-consortium/	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/contribute/call-for-doctoral-consortium/index.html	(from http://ieeevr.org/2016/)
11:37:21	3079/3079	---M--	200	added ('OK')	application/javascript	etag:%2255a537f4-c07%22	http://ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/js/shuffle/modernizr.custom.min.js?ver=4.2.2	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/js/shuffle/modernizr.custom.min3a05.js	(from http://ieeevr.org/2016/)
11:37:22	12056/12056	---M--	200	added ('OK')	application/javascript	etag:%2255a537f4-2f18%22	http://ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/js/shuffle/jquery.shuffle.min.js?ver=4.2.2	C:/Users/vel/Desktop/VR_Backups/2016temp3/vr2016attemp3/ieeevr.org/2016/wp-content/plugins/ultimate-social-media-icons/js/shuffle/jquery.shuffle.min3a05.js	(from http://ieeevr.org/2016/)
